Depth,First arrival time (1-2),First arrival time (2-3),First arrival time (3-4),First arrival time (4-1),First arrival time (1-3),First arrival time (2-4)
-24.49,100,140,109,148,119,107
-24.5,100,140,109,148,119,107
-24.51,100,141,109,148,120,108
-24.52,100,141,109,148,120,108
-24.53,100,141,109,144,120,108
-24.54,100,142,110,144,121,108
-24.55,100,142,110,144,121,108
-24.56,100,143,110,144,121,108
-24.57,100,143,110,144,126,108
-24.58,100,143,110,144,125,108
-24.59,100,143,110,144,125,108
-24.6,100,143,110,143,124,108
-24.61,100,143,111,143,124,108
-24.62,100,144,111,142,124,108
-24.63,100,144,111,142,125,108
-24.64,100,144,111,142,128,108
-24.65,100,144,112,143,129,108
-24.66,100,144,112,147,130,107
-24.67,100,144,112,147,123,107
-24.68,100,144,113,147,122,107
-24.69,100,144,113,147,121,107
-24.7,100,143,113,147,122,106
-24.71,100,143,114,147,122,106
-24.72,100,143,114,148,123,106
-24.73,100,143,115,148,124,106
-24.74,100,143,116,148,124,106
-24.75,100,142,116,148,124,106
-24.76,100,142,116,149,123,106
-24.77,100,142,116,149,121,106
-24.78,100,142,117,149,120,106
-24.79,100,142,117,150,120,106
-24.8,100,142,116,150,119,106
-24.81,100,142,115,150,119,106
-24.82,100,142,115,146,119,106
-24.83,101,142,115,144,119,106
-24.84,101,142,115,144,120,106
-24.85,102,142,116,144,119,106
-24.86,102,142,115,144,119,106
-24.87,102,142,114,144,119,106
-24.88,102,143,114,144,119,107
-24.89,102,143,113,144,119,108
-24.9,102,143,113,143,119,108
-24.91,101,143,112,143,119,107
-24.92,101,143,111,143,118,107
-24.93,101,143,111,143,118,107
-24.94,100,144,110,143,118,106
-24.95,100,144,109,143,118,106
-24.96,100,144,109,143,118,106
-24.97,100,144,108,143,119,105
-24.98,100,144,107,143,119,105
-24.99,100,144,107,143,119,105
-25,100,144,106,143,119,105
-25.01,100,144,105,143,119,105
-25.02,100,145,104,143,119,105
-25.03,100,144,104,143,119,105
-25.04,100,144,103,142,118,105
-25.05,100,144,103,142,118,105
-25.06,100,144,104,142,118,105
-25.07,100,143,110,142,118,104
-25.08,100,143,106,142,118,104
-25.09,100,143,105,142,118,104
-25.1,100,143,104,142,118,104
-25.11,100,143,104,142,119,104
-25.12,100,144,103,142,119,105
-25.13,100,144,103,142,119,105
-25.14,100,145,103,142,119,105
-25.15,100,145,103,142,127,106
-25.16,100,145,103,142,127,106
-25.17,100,146,102,142,128,106
-25.18,100,146,101,142,128,106
-25.19,100,146,100,142,121,106
-25.2,100,146,100,142,125,107
-25.21,100,146,100,142,123,107
-25.22,101,147,100,142,116,107
-25.23,102,147,101,142,119,107
-25.24,104,148,101,143,120,107
-25.25,105,149,101,144,123,107
-25.26,105,149,102,145,127,107
-25.27,105,149,103,150,137,107
-25.28,105,149,103,150,158,107
-25.29,109,151,103,156,143,106
-25.3,112,163,102,150,145,106
-25.31,110,163,102,150,145,105
-25.32,112,163,102,151,145,105
-25.33,111,162,102,153,145,105
-25.34,111,162,103,155,145,105
-25.35,111,161,104,164,145,105
-25.36,110,161,104,163,139,105
-25.37,111,160,104,163,139,105
-25.38,112,160,104,162,139,105
-25.39,117,160,104,162,139,105
-25.4,120,160,104,162,139,105
-25.41,123,160,104,162,138,105
-25.42,134,160,104,162,138,104
-25.43,139,160,104,163,141,104.2
-25.44,140,160,104,163,141,104
-25.45,140,159,104,163,141,103.8
-25.46,156,148,104,163,141,103.6
-25.47,156,150,104,163,141,103.4
-25.48,140,150,103,163,126,103.2
-25.49,150,150,104,163,138,103
-25.5,150,150,104,163,138,102.8
-25.51,140,150,103,154,140,102.6
